id,route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude, desc, protection, num_votes
32197,Unclung Hero,"C: Red Dihedral Wall > 2: North, Climber's Right of Stairs > EM: Robinson Bluff > Missouri",https://www.mountainproject.com/route/114208868/unclung-hero,2.6,Sport,5.10b,1,45.0,38.01256,-90.62625,Well the bottom is easy and the middle is fun. Then you get to the top.,5 bolts + anchors,17
32198,Wasted on Wednesday,Classroom Area > CM: Devils Elbow > Missouri,https://www.mountainproject.com/route/116515815/wasted-on-wednesday,2.7,Sport,5.10b,1,60.0,37.84744,-92.05776,Start on the ledge and move left to a huge vertical pocket and crimp up about 6 to 8 feet to some more huge pockets. Traverse left~ highstep it up to a crimprail~ and climb straight up to the chains.,6 bolts~ bolt anchor.,3
32199,5.10,Beaver Slide > River Right > EM: Silver Mines > Missouri,https://www.mountainproject.com/route/118812402/510,3.0,Trad,5.10,1,25.0,37.55478,-90.44,Direct start with face holds or mantle up on left. Gain entry into the crack placing a piece low to prevent falling into the stream. Fingers to jams up at the top. This route was extremely dirty. Be sure to bring a nut tool or brush to clean out the crack.,Tiny pro- bring 0.1's and RP's,1
32200,Baboon (aka Goat's Beard),South Area > CM: Providence > Missouri,https://www.mountainproject.com/route/112117820/baboon-aka-goats-beard,3.5,"Sport, TR",5.10,1,60.0,38.83282,-92.40041,Great Route. First bolted route~ starting at the left side of the South Providence Bluff~ which starts with a stem branching across what looks like a baboon face rock feature then follows up an arete to an upper roof. Hiking around the cliff will provide access to top rope anchors if you wish to practice for your red point.,Quick draws,4
32201,Bolt It and They Will Come,South Area > CM: Providence > Missouri,https://www.mountainproject.com/route/112388877/bolt-it-and-they-will-come,2.5,Sport,5.10,1,70.0,38.83282,-92.40041,Starting left of Slab Town~ climbing the lower face below the lower short roof. At the roof~ reach high to gain small hold to manage high feet and smears. Continue straight up to share rap anchors with Slab Town.,Quickdraws,4
32342,The Eggman,Undercut Area > WM: Monegaw Springs > Missouri,https://www.mountainproject.com/route/112207815/the-eggman,2.8,Sport,5.11,1,50.0,38.02527,-93.84379,Left of the two trees~ starts on a bucket jug that leads to sustained excellent vertical climbing. ,Bolts,4
32343,Trepidation,Meadows Area > CM: Wilton > Missouri,https://www.mountainproject.com/route/113851122/trepidation,2.0,Trad,5.11,1,95.0,38.7585,-92.3771,Thin slabbing originally done with one bolt.     Climb the blank appearing slab starting 20 ft left of The Meadows. Finish on Skywalker.,4 bolts and gear to one inch,1
32344,True Grit (aka No. 69),Splitter Crack Wall > River Left > EM: Silver Mines > Missouri,https://www.mountainproject.com/route/111245372/true-grit-aka-no-69,4.0,Trad,5.11,1,30.0,37.5569,-90.44119,Follow the overhung corner and pull the moves through the face,Standard rack to No. 4,1
32345,Twins,Katy Cliff > CM: Andromeda > Missouri,https://www.mountainproject.com/route/105960583/twins,3.3,Sport,5.11,1,,38.93497,-92.50782,The route consists of two cruxes with good climbing between the cruxes.  The first crux comes at the bottom and consists of a dyno or high step and a right angling hand traverse.  The upper crux is on thin holds around the last two bolts.,Bolts to a two bolt anchor.,4
32346,Window of Opportunity,South Area > CM: Providence > Missouri,https://www.mountainproject.com/route/112359182/window-of-opportunity,2.5,Sport,5.11,1,70.0,38.83282,-92.40041,Some akward climbing is required when entering the large window sized hole and manuvering out to the next clip then roof above. The crux is pulling the roof. Find your own path on this one. There is an easiest move for sure~ but I place a permadraw for thos who do not work through the crux. Continue up the upper face to rap anchors.,Quick Draws,2
32347,Andy's Route,"Bluff One ""Dihedral Area"" > CM: Scheuler's Ferry > Missouri",https://www.mountainproject.com/route/118199043/andys-route,4.0,Sport,5.11b/c,1,55.0,38.34288,-92.22623,Start 10' right of The Grunge.  Move up and right to the roof. Gain the roof and face climb to the anchors. ,5 bolts. 2 bolt anchor.,1
32348,Ezekiel,The Sport Wall > CM: Wilton > Missouri,https://www.mountainproject.com/route/110428603/ezekiel,3.7,Sport,5.11b/c,1,65.0,38.7599,-92.3775,Just right of Lamentations. Some intricate face moves on bomber limestone appeared below a few chossy flakes that were pulled off. A little run out above the second bolt (head up and left) on questionable rock.,7 bolts. 2 bolt anchor,6
32349,Footloose Direct,Main Area > CM: Capen Park > Missouri,https://www.mountainproject.com/route/113116106/footloose-direct,3.5,"Trad, TR",5.11b/c X,1,50.0,38.93033,-92.32066999999999,Start just right of the Rock Garden line and just left of the traditional Foot Loose line. Use the chert pockets left of the Foot Loose flake to gain small pockets and edges. Do not use the football pocket out left. Continue up the steep face to the chert bulge to the upper roof. Use to thin under cling crack to move right to top out on Foot Loose proper. Grab the good roof lip hold then heel hook~ so you can reach over the lip and then mantle to finish. Standing on top of the cliff is the finish. Ask Berry Gilbert!,Small cams~ nuts,2
32350,Gym Class,Classroom Area > CM: Devils Elbow > Missouri,https://www.mountainproject.com/route/118723100/gym-class,3.0,Sport,5.11b/c,1,45.0,37.84744,-92.05776,Stick Clip the first bolt. Start under the obvious pockets beneath the first bolt. Work Towards the crescent shaped pocket before going left to the huge side pull. Sink a very high knee bar and clip the second bolt. The crux move is landing the huge jug rail to the right of the third bolt. Hit the rail and cruise up to the anchors.,3 bolts~ 2 bolt anchor,1
32351,Jump Shot,The Sport Wall > CM: Wilton > Missouri,https://www.mountainproject.com/route/108299251/jump-shot,2.3,Sport,5.11b/c PG13,1,,38.7599,-92.3775,In between Sling Shot and Pickled Rope Balogna.  Thin face climb that leads to a section where a undercling once existed. You have to jump.,Bolts + Anchor,4
32492,Sun Burn,"Sunny Side (Right End) > Sunny Side > The Tunnel > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/105924158/sun-burn,3.2,Sport,5.12a,1,70.0,32.9461,-105.8602,Though not as good as its neighbor to the right~ Sun Burn offers enjoyable moves on decent rock.  Begin on dark rock with a tough gaston move right off the ground.  Traverse right~ then up on good holds to seam/crack feature right of the bolt line.  A big reach from an undercling and some dynamic stabs will get you to a set of slopey crimps~ where it will be necessary to traverse back left (crux) to a large~ obvious hole.  From the hole~ traverse left~ then up on good jugs~ and a double-kneebar rest.  Higher up the route slabs out~ but there is still one difficult~ technical section that guards the anchor.,Bolts,15
32493,Swept Away,"Tornado Alley > Last Chance Canyon > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/106095301/swept-away,3.9,Sport,5.12a,1,55.0,32.2363,-104.7574,This is a four star endurance fest~ while there are really no hard moves~ the pump builds for the wild finish.    Start up easy steep ground to even steeper ground.  Rest whenever possible (when you're not pulling a roof) and stay psyched for the crux finish~ for me it was a wild dyno for what I hoped was a good hold next to the anchors.  While the individual move was probably no harder than V1~ you're incredibly pumped at this point.    Edit 5/2015:  Climbed this again~ and agree with the 12a consensus.  Grade has been updated.,7 bolts to anchors right at the lip,38
32494,Tecate Two-Step,Beer Block > El Rito Sport Area > El Rito > New Mexico,https://www.mountainproject.com/route/105819224/tecate-two-step,2.5,Sport,5.12a,1,40.0,36.39295,-106.19563000000001,Up the left arete of the north side of the Beer block.  A tad run-out to the chains~ but big holds.,3 bolts to anchors.,33
32495,Technowitch,North (Left) Face > The Enchanted Tower > Enchanted Tower > New Mexico,https://www.mountainproject.com/route/105808777/technowitch,3.2,Sport,5.12a,1,70.0,34.230909999999994,-107.91688,A super enduro-fest with a high crux.  There's two ways to go about it- the short person version and the long person version.  Taller people head right to the hold on Straight On Til Morning and shorter people generally go straight up.,Lots o' bolts to sport anchor.,88
32496,Texas Twister,"Tornado Alley > Last Chance Canyon > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/106098146/texas-twister,2.6,Sport,5.12a,1,60.0,32.2363,-104.7574,Start up easy ground past the first few bolts.  About half way up there is a pronounced crux on some small holds.  Continue up fighting the pump to a large hueco~ snag a rest and make one more tricky move to obtain the above slab and the anchors.    Some topos list this as 12b~ but probably a little soft for that grade.,Bolts to Anchors,17
32497,The Alchemist,The New   New Buffalo > John Dunn Bridge Area > Taos Area > New Mexico,https://www.mountainproject.com/route/106652415/the-alchemist,2.5,Sport,5.12a,1,50.0,36.5336,-105.7074,Start in the same corner as Vortex but move up and right. Powerful~ steep~ mini laybacks and pockets lead up to a rest then move up through an awkward slot.,Da bolts,2
32498,The Arete,"Mid-Town > Shady Side > The Tunnel > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/107870065/the-arete,3.6,Sport,5.12a,1,,32.945570000000004,-105.86045,Typical tunnel bouldery start. The crux is moving around the arete and onto crimps. Climbing past the last bolt can also be a little bit of a crux.,Quickdraws,20
32499,The Bowels of Hell,Pocket Change Wall > Southern Box areas > The Box Climbing Areas > Socorro Area > New Mexico,https://www.mountainproject.com/route/105901696/the-bowels-of-hell,2.5,Sport,5.12a,1,50.0,33.98623,-106.98926999999999,"Start in the middle of Pocket Change Wall between an 11a and the 11c/d ""Route of all Evil"".  Start with a jug for the right hand and make moderate moves to the first bolt.  From here make sequency moves on hard-to-find holds to the second bolt.  Move left and hit a rail of jugs past the third bolt to the 4th.  At the fourth grab a rest at the horn~ and make another great move to easier ground.  Climb through a small runout on easy ground to the anchors.    Great route~ hard to onsight.  Onsight grade closer to 12a~ but easier once you know the moves and holds.",4 bolts + anchors,8
32500,The Corner,"Mid-Town > Shady Side > The Tunnel > New Mexico, other Southern Areas > New Mexico",https://www.mountainproject.com/route/110628932/the-corner,1.8,Sport,5.12a,1,50.0,32.945570000000004,-105.86045,This obscure route features a little bit of everything~ hard bouldery start~ stemming~ a traverse left on thin feet~ and a hard pull getting established under the final roof.    Pull the standard tunnel start to get established over a serious undercut.  The feet are so bad that campusing might be easier~ and this could be the crux of the route.  Obtain a good rest on lower angle ground and head up the corner~ a long draw is nice on the third bolt.  Follow the large sloping rail leftwards past the 4th and 5th bolts.  Make a hard move to undercling the roof~ step up and traverse left around the corner.  Clip the 6th bolt~ pass one more tricky section and climb easier ground to the anchors.,7 Bolts to Anchors~ Stickclip,8
32501,The Cruxifiction,Judas Crag Sector > Eden Wall > Eden Canyon > Diablo Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/112228729/the-cruxifiction,3.4,Sport,5.12a,1,70.0,35.806979999999996,-106.15597,Wild and techy~ two crucifix moves to puzzle out.  sustained and high quality.,7 bolts,8
32642,Neolithic,Solar Cave > Diablo Canyon > Santa Fe Area > New Mexico,https://www.mountainproject.com/route/112389405/neolithic,2.6,Sport,5.12b,1,80.0,35.80571,-106.14076000000001,Climb easy slab to classic 11- tricky diablo face climbing through short roof blocks.  Then clip high left and get ready for horizontal action.  Make big horizontal moves through huge jugs past 2 bolts~ find the locker-finger slot up high left~ and make a few more tricky moves to gain the face above.  Tons of great action!!!!  Pay lots of attention to footwork trickery~ many options for all kinds of magic.,9 bolts to chain anchor,7
